Latitude,Longitude
448064.55,4474672.43
440241.59,4474423.53
438142.59,4470580.54
441246.59,4476900.52
443438.60,4480957.51
440976.60,4477197.53
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
445450.57,4476201.47
443512.58,4476280.49
0.00,0.00
442446.60,4478863.52
443127.59,4479069.51
442453.58,4475356.51
442789.57,4473081.50
445252.59,4479435.48
444026.54,4469329.48
444026.54,4469329.48
444026.54,4469329.48
442681.58,4475568.51
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
440821.58,4472130.52
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
441442.60,4479006.53
444789.55,4471308.47
444789.55,4471308.47
446175.59,4479497.47
440030.58,4470961.52
440246.59,4474056.53
0.00,0.00
440268.60,4477891.54
442658.58,4474605.50
443749.58,4475554.49
440296.58,4471418.52
440294.58,4471437.52
442826.59,4477456.51
445330.57,4476835.47
443160.61,4481586.52
440907.59,4475172.52
438908.60,4474768.54
444901.58,4478030.48
444901.58,4478030.48
441169.61,4480879.54
438667.63,4481070.57
440129.59,4472947.53
442669.60,4478909.51
440858.59,4475054.52
0.00,0.00
0.00,0.00
0.00,0.00
439842.59,4473383.53
446520.54,4470578.45
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
448215.52,4468655.41
441099.60,4478397.53
450656.53,4471942.38
443873.57,4475250.49
440545.59,4474847.53
445606.57,4475853.47
0.00,0.00
445942.58,4478513.47
439602.53,4465128.51
441070.55,4467889.51
446889.58,4478861.46
0.00,0.00
0.00,0.00
0.00,0.00
442117.58,4475569.51
0.00,0.00
443883.58,4476658.49
0.00,0.00
0.00,0.00
0.00,0.00
436876.61,4472132.55
446515.53,4469853.44
440644.60,4476495.53
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
442472.58,4475863.51
0.00,0.00
444299.57,4475508.48
441770.59,4475908.52
444361.57,4475676.48
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
434950.60,4469232.56
434958.60,4469276.56
434957.60,4469270.56
440203.59,4473792.53
444854.56,4473064.47
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
442480.58,4474792.51
438834.60,4473352.54
0.00,0.00
0.00,0.00
0.00,0.00
435505.59,4468706.56
435505.59,4468706.56
0.00,0.00
442473.59,4476585.51
440978.59,4474836.52
440978.59,4474836.52
0.00,0.00
440871.57,4469865.52
440603.57,4469746.52
0.00,0.00
440429.62,4481003.55
0.00,0.00
0.00,0.00
440870.59,4475322.53
452308.43,4472404.33
0.00,0.00
0.00,0.00
439915.60,4474594.53
440204.61,4479207.54
0.00,0.00
441067.60,4477948.53
453268.57,4477770.34
0.00,0.00
0.00,0.00
446009.57,4476581.46
439734.59,4471869.53
0.00,0.00
0.00,0.00
450162.56,4477596.40
443798.55,4470278.48
450162.56,4477596.40
442655.58,4475398.51
442655.58,4475398.51
0.00,0.00
438546.63,4480716.57
440547.59,4472874.52
440537.59,4475188.53
437581.60,4473024.55
0.00,0.00
0.00,0.00
433438.65,4478068.61
0.00,0.00
441821.61,4480149.53
442768.72,4477203.07
0.00,0.00
0.00,0.00
438050.59,4470615.54
0.00,0.00
443011.58,4475117.50
438781.61,4475831.55
0.00,0.00
441963.59,4476313.52
442330.58,4475326.51
442617.58,4476549.51
437141.60,4471155.55
441488.63,4484587.55
442580.58,4475433.51
445140.59,4479329.48
443958.56,4471642.48
442000.59,4476402.52
441735.58,4474914.52
443537.57,4471967.49
440241.62,4481242.55
442713.58,4475386.50
444834.55,4470865.47
444871.55,4470872.47
442539.58,4475097.51
440071.58,4470828.52
440071.58,4470828.52
439134.61,4476201.54
0.00,0.00
440331.60,4475838.53
440887.61,4478934.53
0.00,0.00
439206.61,4476771.54
442185.58,4472888.51
441864.58,4471520.51
440087.58,4470830.52
441197.58,4472974.52
441197.58,4472974.52
444517.57,4474875.48
440142.59,4472680.53
434402.62,4470167.57
440452.60,4476009.53
440452.60,4476009.53
448683.56,4475437.42
443251.58,4476327.50
442748.58,4474338.50
442370.18,4476570.88
445449.57,4476404.47
445886.58,4478932.47
0.00,0.00
0.00,0.00
0.00,0.00
442155.59,4478369.52
440191.60,4475755.53
441871.59,4476239.52
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
440795.59,4474744.53
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
441496.61,4480160.53
442979.58,4476103.50
0.00,0.00
0.00,0.00
0.00,0.00
442557.58,4474885.51
0.00,0.00
441717.60,4478550.52
439604.32,4464143.83
441053.58,4472498.52
429105.67,4480922.67
0.00,0.00
441412.58,4471317.52
448402.63,4482678.05
0.00,0.00
442490.59,4478378.51
454320.56,4477269.32
445427.59,4480522.48
438800.59,4471624.54
0.00,0.00
448535.52,4469509.41
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
429176.67,4481094.67
0.00,0.00
440570.59,4475555.53
440570.59,4475555.53
0.00,0.00
0.00,0.00
0.00,0.00
441411.53,4466782.50
0.00,0.00
440398.59,4474883.53
449049.51,4468697.40
0.00,0.00
443142.57,4471800.50
442368.58,4475076.51
0.00,0.00
0.00,0.00
449978.58,4480365.41
0.00,0.00
0.00,0.00
0.00,0.00
448576.56,4475862.42
448576.56,4475862.42
448205.53,4470253.42
443373.60,4480743.51
440893.59,4473773.52
0.00,0.00
440547.60,4475949.53
449600.57,4478036.41
439718.60,4476698.54
444678.58,4477598.48
445717.57,4476474.47
437017.61,4473345.55
442533.60,4478742.51
433455.65,4477764.61
440283.60,4477691.54
447808.56,4475748.43
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
451800.30,4477987.03
439054.06,4473314.49
0.00,0.00
432903.02,4479272.76
449229.51,4468783.89
0.00,0.00
451509.31,4477753.10
449673.99,4482473.97
446118.74,4478334.55
447466.04,4472069.39
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
450672.58,4480511.40
0.00,0.00
442444.57,4472569.51
0.00,0.00
0.00,0.00
442177.58,4474911.51
442854.58,4475473.50
446074.57,4476635.46
442834.58,4475250.50
442834.58,4475250.50
446014.59,4479695.47
439442.60,4475467.54
442921.58,4475286.50
435733.61,4470898.56
0.00,0.00
446992.58,4478678.45
440381.16,4471414.78
436227.76,4471570.37
448385.80,4482608.78
439973.07,4491580.29
446099.55,4479337.04
442111.59,4475491.25
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
452465.07,4472841.24
0.00,0.00
0.00,0.00
0.00,0.00
445508.11,4476019.10
0.00,0.00
0.00,0.00
0.00,0.00
442854.58,4475473.50
447143.53,4469394.43
0.00,0.00
445600.86,4469150.78
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
436209.93,4472481.84
441710.29,4474704.47
439749.68,4473431.18
441231.26,4479274.32
438842.42,4471283.66
444608.29,4468421.15
436703.31,4470772.23
0.00,0.00
436978.87,4471038.55
0.00,0.00
437371.73,4468539.81
437370.93,4468539.94
437373.84,4468541.80
443766.26,4467811.76
440026.89,4482728.76
444053.62,4475540.09
0.00,0.00
444338.18,4473471.14
442606.18,4476597.59
443723.05,4477088.27
440254.22,4476711.57
443874.70,4480039.21
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
446146.11,4480095.83
0.00,0.00
445926.02,4476286.93
442906.77,4474051.87
439994.33,4480735.68
448267.68,4477155.78
440459.82,4481092.69
439795.87,4478705.87
433494.77,4470268.09
439331.88,4471195.48
0.00,0.00
0.00,0.00
439179.20,4465807.26
441166.68,4478827.43
0.00,0.00
444091.75,4468023.33
0.00,0.00
0.00,0.00
0.00,0.00
444396.63,4473638.46
0.00,0.00
0.00,0.00
441326.70,4470855.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
434836.62,4470436.57
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
445558.60,4480852.48
440264.60,4475260.53
439957.60,4476168.54
440188.60,4476108.53
440188.60,4476108.53
440984.59,4475549.52
440245.60,4475670.53
440633.59,4474824.53
440435.59,4473914.53
0.00,0.00
443339.69,4475880.14
437374.64,4468537.03
442447.43,4474894.23
444488.01,4474635.87
0.00,0.00
445882.92,4475441.80
444296.35,4474802.95
0.00,0.00
0.00,0.00
438724.46,4471659.39
0.00,0.00
0.00,0.00
445708.67,4472551.54
0.00,0.00
0.00,0.00
439970.63,4470760.49
438533.38,4473769.33
0.00,0.00
443097.19,4476348.36
0.00,0.00
435175.44,4469395.03
439962.52,4464875.95
442711.57,4477752.83
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
444805.61,4474823.92
0.00,0.00
440277.59,4473969.53
440693.59,4474955.53
437145.58,4469417.54
440668.59,4474673.53
438815.61,4475825.55
438815.61,4475825.55
440748.59,4474882.53
442559.59,4478039.51
0.00,0.00
443326.58,4477336.50
440241.62,4481242.55
441764.59,4475950.52
442949.59,4478676.51
441630.59,4474944.52
433633.65,4478848.61
433633.65,4478848.61
439634.60,4475845.54
0.00,0.00
442548.58,4475968.51
438908.60,4474768.54
430959.67,4479975.64
442651.58,4474989.51
442090.58,4475195.51
441892.58,4475197.52
442433.58,4475076.51
442512.58,4475426.51
442574.58,4475583.51
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
444139.02,4480928.09
446556.14,4474536.04
0.00,0.00
0.00,0.00
444336.51,4476349.27
445332.20,4475780.97
444777.09,4472768.75
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
443822.96,4473509.89
448514.08,4472771.67
442397.53,4471826.41
437371.33,4468535.31
0.00,0.00
0.00,0.00
444733.85,4483821.38
0.00,0.00
0.00,0.00
447654.64,4482719.45
0.00,0.00
443789.26,4467606.71
443177.57,4473141.19
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
441717.62,4482968.54
440948.60,4476806.53
442093.58,4475253.51
442093.58,4475253.51
447980.60,4482733.45
447980.60,4482716.45
447980.60,4482716.45
441017.62,4480886.54
438722.54,4465869.52
440819.51,4464790.50
440949.51,4464606.50
0.00,0.00
0.00,0.00
445243.59,4479066.48
0.00,0.00
440486.59,4474675.53
442490.58,4475692.51
441046.60,4478168.53
440137.59,4473712.53
440642.58,4471995.52
440203.59,4473586.53
440173.59,4473681.53
440176.59,4473822.53
440176.59,4473597.53
440189.59,4473620.53
440118.59,4473633.53
440428.59,4473159.53
440058.59,4473634.53
442537.60,4478735.51
440373.59,4473405.53
440053.59,4473624.53
0.00,0.00
0.00,0.00
434916.85,4471453.29
447748.31,4482715.90
0.00,0.00
443986.83,4468550.29
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
448104.28,4470638.74
448102.56,4470637.94
0.00,0.00
439550.14,4473296.30
441657.93,4479058.43
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
441091.61,4479485.53
445295.57,4477101.47
446438.57,4476349.46
441161.63,4484387.55
448536.52,4469436.41
450243.57,4478608.40
0.00,0.00
0.00,0.00
0.00,0.00
440099.61,4478770.54
0.00,0.00
439106.60,4474674.54
440404.59,4473341.53
444620.57,4475946.48
440132.59,4473815.53
440167.59,4473800.53
440143.59,4473810.53
440058.59,4473507.53
440004.59,4473617.53
439939.59,4473614.53
440014.59,4473867.53
441472.66,4488103.56
439662.60,4474470.53
440418.62,4481038.55
446286.57,4475929.46
439630.54,4466402.52
440426.59,4473460.53
449973.57,4478608.40
439998.59,4473435.53
441344.61,4479403.53
0.00,0.00
443023.22,4470590.80
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
447995.43,4482675.31
443228.87,4471908.23
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
439922.84,4470473.55
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
440212.59,4473591.53
0.00,0.00
0.00,0.00
440588.60,4477989.53
0.00,0.00
442537.61,4481861.53
442537.61,4481861.53
0.00,0.00
0.00,0.00
449496.51,4468873.39
449496.51,4468873.39
439830.64,4483809.56
0.00,0.00
0.00,0.00
0.00,0.00
443376.60,4480747.51
441204.59,4474950.52
0.00,0.00
0.00,0.00
441048.61,4479478.53
441172.58,4471408.52
439999.60,4474712.53
443165.58,4476443.50
442490.63,4484394.54
451781.58,4479874.38
450162.56,4477596.40
448633.56,4475731.42
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
440384.86,4476554.57
0.00,0.00
0.00,0.00
441283.59,4475155.52
441227.53,4466890.50
440885.59,4474891.52
445926.56,4475313.46
0.00,0.00
442886.62,4483409.53
429134.67,4481127.67
429176.67,4481094.67
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
441964.27,4479923.52
436000.72,4471888.24
0.00,0.00
0.00,0.00
439446.50,4477149.63
0.00,0.00
0.00,0.00
438901.99,4474815.09
438635.49,4472712.43
440190.84,4473470.67
0.00,0.00
439692.12,4473358.83
452491.14,4472825.10
0.00,0.00
442843.72,4477714.47
440365.35,4474236.03
0.00,0.00
442864.18,4474174.96
0.00,0.00
433639.71,4469971.55
0.00,0.00
449830.87,4480368.70
446315.36,4478182.65
446315.36,4478182.65
429176.67,4481094.67
440570.59,4475555.53
0.00,0.00
0.00,0.00
0.00,0.00
446134.57,4477300.46
0.00,0.00
439818.60,4474451.53
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
443905.58,4476207.49
0.00,0.00
0.00,0.00
432508.66,4478989.63
0.00,0.00
445006.54,4469638.46
0.00,0.00
451207.56,4477749.38
441576.60,4479224.53
449000.56,4476469.41
441254.58,4473099.52
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
442727.59,4477297.51
442730.59,4477293.51
442732.59,4477291.51
440836.59,4476436.53
444623.62,4483648.50
444623.62,4483648.50
0.00,0.00
0.00,0.00
438782.64,4482938.57
449970.58,4480358.41
449984.58,4480371.41
449984.58,4480371.41
0.00,0.00
0.00,0.00
0.00,0.00
438946.96,4472473.14
432903.02,4479272.76
0.00,0.00
448672.70,4469544.01
449289.17,4468763.85
441116.49,4479009.27
444542.24,4474970.08
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
440719.55,4468183.51
445674.57,4475358.46
439447.61,4476787.54
439992.61,4478697.54
443516.57,4471952.49
0.00,0.00
441397.58,4471558.52
440736.58,4472041.52
0.00,0.00
0.00,0.00
438881.60,4472907.54
443130.57,4473415.50
450709.58,4480295.40
440055.58,4470791.52
440615.58,4471127.52
441070.58,4472591.52
444861.55,4470909.47
444861.55,4470909.47
441103.61,4479487.53
440584.60,4475994.53
440753.58,4471888.52
441109.60,4478007.53
440093.59,4473941.53
442308.58,4472988.51
440043.59,4472317.53
442865.58,4475709.50
444621.58,4476895.48
439740.58,4470498.53
440015.58,4470680.52
433144.65,4477436.61
440703.61,4478987.54
437367.57,4468536.54
446102.56,4475241.46
440646.60,4478295.53
448243.57,4477668.43
0.00,0.00
450166.49,4477602.65
0.00,0.00
443911.85,4464412.01
439109.71,4476697.96
441762.19,4475619.35
440832.90,4478458.69
443278.39,4482096.66
443278.39,4482096.66
0.00,0.00
0.00,0.00
444154.40,4471223.95
440141.11,4479771.94
0.00,0.00
439530.54,4484611.62
0.00,0.00
0.00,0.00
0.00,0.00
443528.73,4471338.58
442988.19,4473391.93
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
437146.36,4469415.34
440033.53,4470872.58
439570.05,4473319.52
447183.43,4470117.04
0.00,0.00
0.00,0.00
443715.10,4476126.28
0.00,0.00
0.00,0.00
0.00,0.00
441661.96,4474808.51
442595.82,4474155.56
439166.12,4480876.22
0.00,0.00
440077.75,4475836.52
441687.81,4482556.97
0.00,0.00
0.00,0.00
0.00,0.00
441329.94,4477616.95
442136.50,4477147.39
0.00,0.00
0.00,0.00
438842.60,4473894.54
439969.59,4473224.53
435009.62,4471135.57
434999.60,4468871.56
434999.60,4468871.56
445738.57,4475883.46
450162.56,4477596.40
441255.59,4473912.52
435262.62,4471822.57
440428.58,4470958.52
444541.57,4474935.48
440442.59,4474477.53
440442.59,4474477.53
433467.65,4477701.61
444279.58,4476078.48
442779.58,4474770.50
451892.60,4482813.39
440877.60,4477644.53
440877.60,4477644.53
439897.54,4466398.51
439897.54,4466398.51
447836.57,4478408.44
439352.60,4475945.54
442014.53,4467148.50
442111.60,4478859.52
442541.58,4476581.51
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
439932.02,4471798.17
441441.73,4482455.48
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
443176.42,4481030.95
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
441449.48,4477382.73
438673.84,4471726.36
445638.97,4476319.08
0.00,0.00
442981.73,4472002.13
0.00,0.00
431545.31,4479975.27
442921.38,4472045.01
0.00,0.00
0.00,0.00
0.00,0.00
439943.59,4473555.53
440165.59,4474153.53
443732.56,4471831.49
445234.56,4472900.47
442784.62,4483453.53
444076.59,4479427.50
442140.53,4467284.50
442140.53,4467284.50
442058.53,4467174.50
439209.60,4475803.54
445234.56,4472900.47
439957.59,4473594.53
0.00,0.00
443963.57,4472641.48
439282.62,4479421.55
447975.55,4473104.42
443119.59,4477497.50
442830.59,4477205.50
449084.10,4475550.62
449084.10,4475550.62
449084.10,4475550.62
449084.10,4475550.62
447330.27,4472682.99
447330.27,4472682.99
0.00,0.00
0.00,0.00
0.00,0.00
437231.87,4468488.42
0.00,0.00
443937.11,4478531.64
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
444824.03,4470844.69
440004.57,4477864.46
447706.47,4475353.03
436235.53,4469702.86
442318.19,4478221.56
442318.19,4478221.56
437370.14,4468534.78
437372.92,4468540.34
437371.07,4468540.74
448017.04,4473039.88
442372.59,4477101.51
443260.59,4477457.50
443260.59,4477457.50
443260.59,4477457.50
443260.59,4477457.50
439878.60,4475840.54
447564.55,4474376.43
436563.61,4471952.55
440061.59,4473360.53
440667.60,4477587.53
439995.59,4473996.53
445713.57,4477031.47
0.00,0.00
439432.63,4482286.56
447399.53,4470060.43
442388.59,4478559.52
439926.59,4473553.53
440749.59,4473805.52
0.00,0.00
439667.15,4474213.27
439289.54,4479389.04
0.00,0.00
439604.98,4472043.20
0.00,0.00
444199.77,4471273.02
0.00,0.00
439680.51,4479578.16
0.00,0.00
443539.32,4476510.53
0.00,0.00
450522.52,4478923.25
436240.99,4470447.83
0.00,0.00
0.00,0.00
444216.89,4481182.80
445384.15,4472286.95
0.00,0.00
441241.55,4467581.18
436103.45,4470143.81
445876.91,4475759.97
0.00,0.00
434686.21,4470446.27
0.00,0.00
448361.25,4476276.14
0.00,0.00
0.00,0.00
447141.88,4476299.78
0.00,0.00
440687.70,4474822.49
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
443697.37,4475332.34
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
439528.04,4471674.36
0.00,0.00
438906.37,4465916.14
437552.65,4471259.62
446435.98,4479862.64
0.00,0.00
439667.72,4482258.87
445569.03,4480537.30
0.00,0.00
443105.31,4484143.43
440232.87,4478684.58
447153.75,4470088.53
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
443674.84,4480215.37
440355.82,4478728.09
442104.95,4472036.88
444805.59,4471035.49
439975.03,4474006.10
439825.28,4477969.35
0.00,0.00
447749.40,4475379.53
443409.20,4479399.21
441140.54,4478152.61
445500.72,4468638.75
0.00,0.00
0.00,0.00
443015.28,4478379.18
442501.43,4483973.29
436449.01,4473155.41
444765.03,4481892.27
443077.80,4477364.95
436263.38,4468264.72
450636.63,4477255.71
440220.45,4477806.20
441892.61,4476536.62
441046.06,4480171.67
448490.16,4470268.89
448489.65,4470271.83
448337.08,4473088.27
0.00,0.00
440966.95,4479901.61
0.00,0.00
448200.23,4469128.32
448200.23,4469128.32
447981.19,4482678.38
0.00,0.00
0.00,0.00
452135.07,4472716.41
444135.24,4467978.84
0.00,0.00
448419.80,4470684.90
442393.87,4464220.50
439776.29,4473640.97
439776.42,4473644.81
439771.39,4473645.60
439779.46,4473645.07
439768.88,4473641.76
448719.99,4468298.80
0.00,0.00
0.00,0.00
0.00,0.00
442435.49,4465421.12
0.00,0.00
439101.37,4476106.02
0.00,0.00
446349.62,4476688.94
0.00,0.00
440398.31,4474432.39
0.00,0.00
438400.56,4474242.89
0.00,0.00
446899.49,4478933.85
445485.00,4475461.95
0.00,0.00
447653.90,4482702.91
447653.90,4482702.91
445993.96,4476294.01
447494.42,4482822.04
0.00,0.00
0.00,0.00
441583.59,4472346.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
448172.95,4473459.42
0.00,0.00
440423.33,4472117.29
0.00,0.00
0.00,0.00
0.00,0.00
445103.31,4473333.74
440312.36,4480776.79
0.00,0.00
447200.25,4476139.40
439648.84,4482814.00
439853.16,4477826.81
439920.12,4471523.02
446546.18,4479817.10
442509.39,4476134.75
0.00,0.00
0.00,0.00
437112.90,4473053.23
0.00,0.00
0.00,0.00
439622.41,4472815.67
0.00,0.00
448133.35,4477419.37
0.00,0.00
0.00,0.00
0.00,0.00
448498.94,4482499.77
0.00,0.00
441644.60,4475705.50
0.00,0.00
441969.53,4473311.89
0.00,0.00
434583.18,4470124.03
438604.45,4481657.17
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
444391.55,4472043.63
0.00,0.00
0.00,0.00
443106.31,4477516.97
450644.93,4477240.61
0.00,0.00
437376.09,4468529.63
440362.47,4474341.08
0.00,0.00
449192.15,4476221.72
449207.36,4476231.24
449266.50,4476346.87
449155.88,4476464.46
443464.23,4470752.40
449104.71,4476443.97
449152.66,4476297.75
443478.33,4482699.70
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
445061.57,4481235.08
0.00,0.00
440760.70,4470398.29
0.00,0.00
440749.59,4473805.52
440749.59,4473805.52
442612.59,4478517.51
439131.60,4474761.54
442512.58,4474106.51
440580.60,4478246.53
446686.55,4472707.45
439640.60,4473820.53
442867.57,4473129.50
440209.59,4474014.53
449120.32,4476268.28
449237.00,4476284.68
449237.39,4476268.95
449140.42,4476459.71
449158.42,4476458.93
449207.89,4476452.57
449217.88,4476409.78
449236.78,4476318.17
449151.93,4476471.09
449138.70,4476468.71
449144.13,4476464.47
449176.41,4476241.43
449150.07,4476255.33
449224.48,4476257.00
449203.11,4476240.13
449106.69,4476388.14
449088.70,4476407.72
0.00,0.00
446122.82,4478843.63
452233.69,4472455.40
440209.59,4474014.53
445842.57,4475679.46
450202.57,4478938.40
440751.59,4474821.53
438220.60,4473767.55
441107.61,4479578.53
440022.59,4471204.53
450221.58,4480243.41
439960.59,4473826.53
442570.58,4475558.51
439365.59,4472135.53
442626.59,4478347.51
443216.58,4474645.50
443216.58,4474645.50
443216.58,4474645.50
442695.59,4478583.51
0.00,0.00
0.00,0.00
439975.64,4483881.56
442616.59,4478659.51
440429.59,4472296.52
437591.60,4471798.54
440627.59,4475409.53
440627.59,4475409.53
440327.59,4473994.53
436910.59,4469919.55
438181.59,4470337.54
452239.91,4472450.90
441017.18,4471652.65
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
443253.01,4478214.28
440653.47,4475590.91
447096.28,4469970.75
440630.59,4474366.53
439465.59,4471823.53
439455.59,4471946.53
443714.56,4472065.49
439910.59,4471675.53
441178.61,4479843.53
437634.60,4470977.54
448522.54,4473215.42
447141.54,4471888.44
442852.58,4476766.50
438935.60,4472946.54
438614.59,4470767.53
437165.60,4471667.55
437165.60,4471667.55
437165.60,4471667.55
437165.60,4471667.55
437165.60,4471667.55
437966.59,4470314.54
0.00,0.00
441007.12,4471695.06
448511.43,4470360.35
438909.87,4474768.66
438910.23,4474764.12
0.00,0.00
445703.92,4475395.05
0.00,0.00
0.00,0.00
448047.55,4473293.42
443123.63,4484340.53
440932.61,4478994.53
442907.58,4476927.50
444130.58,4476264.49
445749.59,4479487.47
435941.62,4472085.56
439890.59,4474180.53
437427.60,4471050.54
439645.52,4464850.51
445562.57,4475815.47
445641.57,4475972.47
445641.57,4475972.47
445268.57,4476270.47
444880.57,4475818.48
442698.58,4473726.50
443562.57,4471779.49
0.00,0.00
0.00,0.00
445617.54,4476297.98
0.00,0.00
0.00,0.00
443303.76,4475220.69
440540.51,4484101.21
440913.58,4467765.21
440913.58,4467765.21
439984.57,4464055.07
436196.61,4470942.55
433465.66,4479347.62
443925.56,4471573.48
442451.59,4476681.51
441764.60,4479300.53
439733.59,4472863.53
442550.58,4474243.51
443384.57,4472007.49
439466.62,4480817.56
440400.82,4479550.47
0.00,0.00
442288.81,4472679.17
442288.81,4472679.17
447540.78,4483014.32
0.00,0.00
436220.52,4472430.60
441950.26,4477022.23
444921.07,4480711.57
441419.59,4476506.52
441701.60,4478090.52
0.00,0.00
439979.60,4475907.53
436156.61,4471292.56
438529.61,4475054.55
445530.57,4476879.47
436521.60,4470058.55
442823.59,4478391.51
448327.57,4477649.43
445119.55,4470812.47
442930.56,4470436.50
448393.55,4474822.42
445535.57,4476333.47
449743.58,4479567.41
449743.58,4479567.41
439340.56,4468674.52
442845.58,4476725.50
441071.59,4476202.52
435557.59,4468632.56
0.00,0.00
443427.58,4475322.49
443009.59,4478752.51
448142.56,4475537.43
437169.60,4470770.54
437666.60,4471826.54
438173.59,4470311.54
445558.57,4476005.47
439114.59,4471921.53
444447.56,4471469.48
0.00,0.00
445081.57,4475896.47
449373.51,4468071.39
440240.59,4472760.53
450481.58,4480055.40
446322.57,4476250.46
440990.61,4479464.54
443884.56,4471431.48
0.00,0.00
440525.61,4479122.54
440525.61,4479122.54
436020.61,4470716.56
439773.60,4476293.54
444135.58,4476196.49
444131.58,4476197.49
0.00,0.00
444921.60,4480712.10
441260.23,4465822.50
441108.63,4471435.72
0.00,0.00
447427.51,4482914.14
438181.73,4470898.12
442204.16,4467025.03
440258.65,4481581.20
437956.60,4471464.54
441587.60,4478021.52
443208.58,4477400.50
446428.55,4472711.45
444716.57,4475200.48
440515.59,4473468.53
445871.56,4473385.46
445871.56,4473385.46
441097.58,4471768.52
440798.82,4477972.99
