Latitude,Longitude
444535.55,4470932.47
444540.55,4470905.47
444542.55,4470740.47
445242.55,4470909.46
445460.55,4471039.46
445582.55,4470816.46
445599.55,4470816.46
445672.54,4470723.46
445655.54,4470652.46
445657.54,4470655.46
443933.56,4471586.48
443919.56,4471563.48
444183.56,4471365.48
444500.56,4471316.48
444450.55,4470794.48
444457.55,4470898.48
444347.56,4470960.48
444347.56,4470960.48
445504.55,4470660.46
445464.55,4470975.46
445574.55,4470972.46
445480.55,4470936.46
445676.54,4470638.46
445889.55,4471120.46
445819.55,4470936.46
445933.55,4471187.45
446058.55,4471326.45
446076.55,4471293.45
445688.55,4471458.46
445602.55,4471228.46
445625.55,4471221.46
445639.55,4471213.46
445371.55,4471607.46
445340.55,4471676.46
445395.55,4471651.46
445018.55,4471075.47
445069.55,4471057.47
445160.55,4471091.47
445167.55,4471076.47
445199.55,4471132.47
445030.55,4470955.47
444988.55,4470985.47
444954.55,4471003.47
444968.55,4471020.47
445038.55,4470675.47
445047.55,4470691.47
445050.55,4470696.47
445002.55,4470645.47
444791.55,4470643.47
444827.55,4470798.47
444836.55,4470813.47
444832.55,4470807.47
444871.55,4470805.47
444898.55,4470788.47
444898.55,4470788.47
444975.55,4470577.47
444756.55,4470777.47
444643.55,4470616.47
444585.55,4470623.47
444609.55,4470701.47
444628.55,4470782.47
444631.55,4470813.47
446037.55,4471374.45
445707.55,4471347.46
445585.55,4471458.46
445238.55,4471054.46
445215.55,4471016.46
445196.55,4470985.46
445030.55,4471132.47
444600.55,4470357.47
444663.55,4470586.47
444670.55,4470514.47
444725.55,4470369.47
444722.55,4470624.47
444706.55,4470610.47
444607.55,4470904.47
444701.55,4470912.47
444706.55,4470876.47
444795.55,4471076.47
444905.55,4470993.47
444894.55,4471000.47
444829.55,4471028.47
444823.55,4471030.47
444833.55,4470947.47
444850.55,4470970.47
444854.55,4470975.47
444759.55,4470994.47
444752.55,4471020.47
444733.55,4470999.47
444758.55,4470909.47
445041.55,4470777.47
445081.55,4470846.47
445112.55,4470853.47
445124.55,4470818.47
444927.55,4470792.47
444847.55,4471058.47
444910.55,4471030.47
444917.55,4471025.47
444877.55,4471092.47
444911.55,4471089.47
444985.55,4471319.47
445052.55,4471285.47
445008.55,4471245.47
445049.55,4471238.47
445073.55,4471233.47
445056.55,4471217.47
445014.55,4471137.47
444974.55,4471218.47
444996.55,4471202.47
444906.55,4471141.47
444895.55,4471200.47
444653.56,4471371.47
444708.56,4471686.47
444872.56,4471734.47
444872.56,4471734.47
443605.57,4471939.49
443589.57,4471930.49
443601.57,4471948.49
443664.56,4471879.49
443619.57,4471921.49
445030.55,4471468.47
445105.55,4471864.47
445105.55,4471864.47
444870.56,4471814.47
444876.56,4471821.47
444320.56,4471587.48
444297.56,4471552.48
444424.56,4471445.48
443970.56,4471665.48
444001.56,4471643.48
444018.56,4471631.48
443878.56,4471818.48
443797.56,4471847.49
444087.56,4471667.48
444066.56,4471672.48
443952.56,4471693.48
444088.56,4471756.48
444084.56,4471811.48
444830.56,4471816.47
444830.56,4471816.47
444876.56,4471897.47
444234.56,4471728.48
444306.56,4471709.48
444349.56,4471667.48
444115.56,4471617.48
444147.56,4471684.48
443927.56,4471742.48
443865.56,4471794.48
443977.56,4471860.48
444057.56,4471769.48
443712.56,4471845.49
443712.56,4471845.49
443895.56,4471892.48
443886.56,4471895.48
443759.56,4471846.49
443858.56,4471845.49
443840.56,4471850.49
443724.56,4471907.49
443828.56,4471877.49
443775.56,4471962.49
443717.56,4472028.49
443976.56,4471930.48
444070.56,4472036.48
443757.56,4472083.49
443845.56,4472052.49
443842.56,4472053.49
443729.56,4472058.49
443753.56,4472048.49
443845.56,4472017.49
443897.56,4472205.48
443808.56,4472191.49
443897.56,4472257.49
443932.56,4472236.48
444121.56,4472160.48
444546.56,4472152.48
444699.56,4472263.47
444429.56,4472570.48
444507.56,4472707.48
444608.56,4472586.48
444058.56,4472364.48
444134.56,4472414.48
443380.57,4472149.49
443368.57,4472190.49
444700.56,4471493.47
444799.56,4471458.47
445021.55,4471429.47
445015.55,4471391.47
443010.56,4470388.49
442993.56,4470353.49
443029.56,4470241.49
444009.57,4472705.48
444222.56,4472917.48
443865.57,4472744.49
443874.57,4472742.49
443874.57,4472742.49
443864.57,4472749.49
443578.57,4472731.49
443507.57,4472499.49
443599.57,4472604.49
443488.57,4472629.49
443536.57,4472645.49
443731.57,4472638.49
443711.57,4472631.49
443825.57,4472590.49
443690.57,4472464.49
443752.57,4472432.49
443946.56,4472512.48
443951.56,4472551.48
443915.56,4472465.48
443735.56,4472132.49
444260.56,4472909.48
444296.56,4472899.48
444352.56,4472876.48
444368.56,4472867.48
443530.57,4472524.49
443533.57,4472528.49
443530.57,4472503.49
443521.57,4472454.49
443686.57,4472385.49
443899.56,4472403.49
443689.57,4472246.49
443711.57,4472193.49
443660.57,4472127.49
443732.56,4472120.49
443652.57,4472316.49
443425.57,4472258.49
443576.57,4472213.49
443412.57,4472187.49
443675.57,4472365.49
443715.57,4472353.49
443572.57,4472430.49
443555.57,4472429.49
443639.57,4472212.49
443394.57,4472348.49
443408.57,4472364.49
443629.57,4472158.49
443577.57,4471938.49
443591.57,4471991.49
443523.57,4471977.49
443031.56,4470626.49
443005.56,4470589.50
443085.56,4470534.49
0.00,0.00
443163.57,4471537.49
443445.57,4472101.49
443562.57,4472044.49
445268.54,4470301.46
443756.57,4472733.49
443712.57,4472657.49
443746.57,4472849.49
442927.56,4470354.50
443140.57,4471905.50
443372.57,4471402.49
443127.56,4470726.49
443373.56,4470490.49
443634.56,4470442.49
444871.55,4471156.47
443857.57,4472655.49
443860.57,4472783.49
443696.57,4472678.49
445019.55,4471717.47
443091.56,4470319.49
443083.56,4470306.49
443330.57,4472028.49
443363.57,4472088.49
443375.57,4472080.49
443375.57,4472080.49
446869.54,4470931.44
444066.56,4472303.48
442980.57,4470848.50
442807.56,4470677.50
442782.56,4470522.50
443368.57,4472223.49
443356.57,4472258.49
442552.56,4470158.50
443173.57,4471876.49
443737.56,4470450.48
443872.56,4470752.48
444129.55,4470094.48
443604.55,4470201.49
444512.55,4470410.47
443936.55,4470325.48
443992.55,4470344.48
443874.55,4470084.48
443982.55,4470278.48
443936.56,4471292.48
443931.56,4471312.48
443734.56,4470528.48
443529.56,4470323.49
443533.56,4470320.49
444254.55,4470413.48
444485.55,4470069.47
444485.55,4470037.47
444515.55,4469997.47
444060.55,4470323.48
444055.55,4470137.48
444369.55,4470079.47
444499.55,4470319.47
444261.55,4470677.48
444167.55,4470650.48
444745.56,4471550.47
445024.55,4471468.47
445529.54,4470645.46
445479.55,4470643.46
443636.55,4470236.49
443670.55,4470206.48
444456.55,4470114.47
444456.55,4470114.47
444447.55,4470472.47
444351.55,4470277.48
443179.55,4469536.49
442609.56,4470081.50
447032.54,4470859.44
443282.57,4471519.49
443139.57,4471602.50
443367.57,4471740.49
443374.57,4471731.49
442952.55,4469786.49
442895.56,4470405.50
443502.56,4470301.49
444207.56,4471552.48
443805.56,4471904.49
443841.56,4470937.48
443448.56,4470460.49
443421.56,4470446.49
443390.56,4470406.49
445689.55,4470888.46
444950.55,4471097.47
443441.56,4471176.49
444634.55,4471047.47
442947.56,4470301.50
443520.56,4470838.49
443468.57,4472159.49
444943.55,4471103.47
446621.54,4470520.44
446079.54,4470307.45
446166.54,4470200.45
446074.54,4470164.45
443609.57,4471960.49
445304.55,4470993.46
445303.55,4470715.46
444681.55,4470188.47
443356.55,4470020.49
443207.57,4471814.49
446534.54,4470371.44
447070.54,4471074.44
444244.54,4469242.47
444052.56,4472614.48
445112.55,4471032.47
443346.56,4470713.49
443351.56,4470696.49
444704.55,4470521.47
443543.55,4469639.48
445814.55,4471403.46
444139.56,4471247.48
443146.56,4470049.49
443853.55,4469611.48
443293.55,4469784.49
443322.55,4469856.49
443041.57,4471213.50
443130.57,4471940.50
443439.56,4470790.49
443075.56,4470114.49
447137.54,4471221.44
444432.55,4469998.47
444354.56,4471638.48
443700.55,4469444.48
442574.57,4471301.50
446530.54,4470987.45
443759.56,4471562.49
446940.54,4471321.44
442748.54,4468585.49
444139.56,4471829.48
443721.56,4471972.49
443671.56,4470879.49
444509.55,4470502.47
444329.56,4471754.48
444373.56,4471736.48
443725.56,4471703.49
444058.56,4472127.48
442726.57,4471465.50
446130.54,4470149.45
444615.55,4470968.47
446078.54,4471261.45
447182.53,4470115.43
447033.53,4469969.44
447033.53,4469969.44
447033.53,4469969.44
447033.53,4469969.44
447033.53,4469969.44
447033.53,4469969.44
447033.53,4469969.44
447033.53,4469969.44
447033.53,4469969.44
447033.53,4469969.44
447446.53,4470143.43
448497.53,4470264.41
448497.53,4470264.41
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
445130.54,4469253.46
446290.53,4469744.45
446290.53,4469744.45
448331.53,4470398.41
448331.53,4470398.41
448331.53,4470398.41
448331.53,4470398.41
449272.51,4468737.40
449272.51,4468737.40
449272.51,4468737.40
449272.51,4468737.40
449272.51,4468737.40
449272.51,4468737.40
449272.51,4468737.40
449272.51,4468737.40
447256.53,4469849.43
447266.53,4469758.43
447055.53,4469955.44
447045.53,4469915.44
447124.53,4469649.43
447184.53,4469577.43
447342.53,4469562.43
447181.53,4469505.43
446785.53,4469951.44
446796.53,4469956.44
446693.53,4470061.44
446721.53,4470093.44
446472.53,4470064.45
446479.53,4469898.44
445507.54,4469714.46
446856.53,4469956.44
446856.53,4469956.44
446871.53,4469938.44
446859.53,4469968.44
446999.53,4470041.44
447167.53,4470129.43
447183.53,4470067.43
446889.53,4470231.44
447150.53,4470153.43
447168.53,4470155.43
447178.53,4470239.43
447292.53,4470337.43
447324.53,4470357.43
447450.53,4470184.43
447453.53,4470186.43
447443.53,4470282.43
447441.53,4470162.43
447422.53,4470088.43
447431.53,4470115.43
447403.53,4470080.43
447593.53,4470008.43
447585.53,4470015.43
447303.53,4469875.43
447300.53,4470069.43
447200.53,4469941.43
447259.53,4469928.43
447121.53,4469911.43
447136.53,4469883.43
447178.53,4469837.43
447194.53,4469838.43
447213.53,4469822.43
447278.53,4469777.43
447059.53,4469883.44
447057.53,4469877.44
447057.53,4469877.44
447055.53,4469873.44
447168.53,4469917.43
447099.53,4469936.43
447242.53,4469997.43
447228.53,4469924.43
447367.52,4469445.43
447285.52,4469400.43
447366.52,4469080.43
445673.54,4469744.46
445482.54,4469702.46
445596.54,4469742.46
446374.53,4469793.45
446374.53,4469793.45
446394.53,4469793.45
446335.53,4469746.45
446374.53,4469746.45
447658.53,4470511.43
445699.54,4469805.46
445278.53,4469246.46
445339.53,4469149.46
445626.53,4469421.46
445699.53,4469445.45
445327.54,4469654.46
445216.54,4469613.46
444905.54,4469491.47
444883.54,4469475.47
444893.54,4469398.47
444818.54,4469407.47
445764.54,4469753.45
445737.53,4469660.45
445426.54,4469656.46
445438.54,4469606.46
447313.52,4469409.43
447289.52,4469068.43
447489.52,4469152.43
447529.52,4469296.43
447513.52,4469283.43
447556.52,4469191.43
447533.52,4469181.43
447587.52,4469260.43
447464.52,4469334.43
447489.52,4469414.43
447526.52,4469360.43
447445.52,4469440.43
447433.52,4469434.43
447427.53,4469511.43
447433.52,4469341.43
447383.53,4469497.43
447371.53,4469696.43
447390.53,4469716.43
447081.52,4469018.43
447270.52,4469150.43
447806.53,4470172.42
447776.53,4470193.42
446999.53,4470399.44
448293.53,4470450.41
448293.53,4470450.41
448293.53,4470450.41
448226.53,4470527.42
448421.53,4470434.41
448576.53,4470551.41
448456.53,4470489.41
448456.53,4470489.41
448558.53,4470441.41
448574.53,4470290.41
448539.53,4470334.41
448483.53,4470304.41
448480.53,4470316.41
448571.53,4470232.41
448438.53,4470183.41
448485.53,4470069.41
448544.53,4470055.41
448391.53,4470060.41
448397.53,4470045.41
448215.53,4470175.42
448148.53,4470353.42
448164.53,4470359.42
448289.53,4470829.42
448282.53,4470685.42
448289.53,4470679.42
445699.54,4469648.46
445987.53,4469797.45
446127.53,4469801.45
447264.53,4470195.43
447521.53,4469641.43
447613.53,4469612.43
447613.53,4469612.43
447603.53,4469615.43
445560.53,4469461.46
445573.53,4469470.46
452104.50,4467524.35
449978.51,4468322.38
444993.54,4469600.46
444963.54,4469670.47
444981.54,4469576.46
444907.54,4469604.47
444881.54,4469586.47
444875.54,4469580.47
444847.54,4469550.47
444930.54,4469634.47
444877.54,4469598.47
444895.54,4469651.47
444864.54,4469628.47
450119.51,4468349.38
448391.52,4468930.41
448391.52,4468930.41
448391.52,4468930.41
448238.52,4468734.41
448399.52,4469603.41
448946.51,4468448.40
448838.51,4468594.40
446631.53,4469213.44
446631.53,4469213.44
447371.52,4468511.43
449215.51,4468016.40
447824.53,4469952.42
445377.54,4469634.46
449779.51,4468017.39
447685.53,4470339.43
447261.52,4468758.43
445929.54,4469911.45
445201.54,4469418.46
445337.53,4469187.46
445157.54,4469502.46
445309.53,4469199.46
445317.54,4469360.46
445403.53,4469385.46
445491.53,4469403.46
445596.53,4469438.46
445686.53,4469472.46
445106.53,4469148.46
445751.53,4469467.45
445085.54,4469578.46
445065.54,4469499.46
445028.54,4469486.46
444936.54,4469514.47
445557.54,4469758.46
445478.54,4469732.46
445006.54,4469579.46
444955.54,4469557.47
444904.54,4469527.47
444867.54,4469498.47
444844.54,4469478.47
444815.54,4469447.47
444892.54,4469322.47
445018.54,4469223.46
445060.54,4469179.46
445060.54,4469179.46
447174.52,4469325.43
447458.52,4469002.43
447458.52,4469002.43
446601.53,4469934.44
446557.53,4469998.44
446903.53,4470188.44
446677.53,4470013.44
445115.54,4469459.46
445131.54,4469465.46
445312.54,4469561.46
447684.53,4469684.42
447993.53,4470259.42
446534.53,4469887.44
447117.53,4470279.43
447034.52,4469080.43
446865.53,4470242.44
447485.52,4469033.43
447485.52,4469033.43
447136.53,4470144.43
447189.53,4470072.43
445566.53,4469526.46
445566.53,4469526.46
446258.53,4469793.45
0.00,0.00
445873.53,4469718.45
445873.53,4469718.45
446361.53,4469815.45
445397.53,4469207.46
445821.53,4469403.45
445608.53,4469413.46
445170.54,4469598.46
445747.53,4469294.45
447133.53,4469416.43
447332.53,4469738.43
447296.53,4469618.43
447951.53,4470608.42
447960.53,4470612.42
447318.53,4470258.43
